,s1,s2,p-value
268,GEHC,TXN,0.0
247,GEHC,ON,0.0
248,GEHC,ORLY,0.0
249,GEHC,PANW,0.0
250,GEHC,PAYX,0.0
251,GEHC,PCAR,0.0
252,GEHC,PDD,0.0
253,GEHC,PEP,0.0
254,GEHC,PYPL,0.0
255,GEHC,QCOM,0.0
256,GEHC,REGN,0.0
257,GEHC,REGN,0.0
258,GEHC,ROP,0.0
259,GEHC,ROST,0.0
260,GEHC,SBUX,0.0
261,GEHC,SIRI,0.0
262,GEHC,SNPS,0.0
263,GEHC,TEAM,0.0
264,GEHC,TMUS,0.0
265,GEHC,TSLA,0.0
266,GEHC,TTD,0.0
267,GEHC,TTWO,0.0
269,GEHC,VRSK,0.0
270,GEHC,VRTX,0.0
271,GEHC,VRTX,0.0
272,GEHC,WBA,0.0
273,GEHC,WBA,0.0
274,GEHC,WBD,0.0
275,GEHC,WDAY,0.0
276,GEHC,XEL,0.0
246,GEHC,ODFL,0.0
245,GEHC,NXPI,0.0
244,GEHC,NVDA,0.0
243,GEHC,NFLX,0.0
213,GEHC,GILD,0.0
214,GEHC,GOOG,0.0
215,GEHC,GOOGL,0.0
216,GEHC,HON,0.0
217,GEHC,IDXX,0.0
218,GEHC,IDXX,0.0
219,GEHC,ILMN,0.0
220,GEHC,ILMN,0.0
221,GEHC,INTC,0.0
222,GEHC,INTU,0.0
223,GEHC,ISRG,0.0
224,GEHC,ISRG,0.0
225,GEHC,KDP,0.0
226,GEHC,KHC,0.0
277,GEHC,ZS,0.0
227,GEHC,KLAC,0.0
229,GEHC,LRCX,0.0
230,GEHC,LULU,0.0
231,GEHC,MAR,0.0
232,GEHC,MCHP,0.0
233,GEHC,MDB,0.0
234,GEHC,MDLZ,0.0
235,GEHC,MELI,0.0
236,GEHC,META,0.0
237,GEHC,MNST,0.0
238,GEHC,MRNA,0.0
239,GEHC,MRNA,0.0
240,GEHC,MRVL,0.0
241,GEHC,MSFT,0.0
242,GEHC,MU,0.0
228,GEHC,LIN,0.0
212,GEHC,GILD,0.0
211,GEHC,GFS,0.0
373,IDXX,MCHP,1.6618534334716812e-05
476,NFLX,ORLY,3.333922118797467e-05
35,ADSK,COST,7.251571044884558e-05
371,HON,TSLA,0.0005231708904291579
278,GFS,GILD,0.0010355699296112659
352,GOOG,GOOGL,0.0011716157603200445
353,GOOG,GOOGL,0.0011716157603200445
4,ABNB,AMD,0.0012400101045032471
323,GFS,PEP,0.001296789398434432
351,GILD,SBUX,0.0014064020666058135
360,GOOG,TTWO,0.0015987828581864097
359,GOOG,TTWO,0.0015987828581864097
424,LRCX,MAR,0.0016783217249051472
